region_1,region_2,carrier_1,timestep_2,timestep_3,parameter,value
mexico,norte,power,2020,q3p,dem,4.61
mexico,norte,power,2025,q3p,dem,5.2
mexico,norte,power,2030,q3p,dem,5.87
mexico,norte,power,2035,q3p,dem,6.62
mexico,norte,power,2040,q3p,dem,7.46
mexico,norte,power,2045,q3p,dem,8.41
mexico,norte,power,2050,q3p,dem,9.48
mexico,norte,power,2020,q3a,dem,2.43
mexico,norte,power,2025,q3a,dem,2.73
mexico,norte,power,2030,q3a,dem,3.08
mexico,norte,power,2035,q3a,dem,3.48
mexico,norte,power,2040,q3a,dem,3.92
mexico,norte,power,2045,q3a,dem,4.42
mexico,norte,power,2050,q3a,dem,4.98
mexico,norte,power,2020,q4n,dem,5.28
mexico,norte,power,2025,q4n,dem,5.95
mexico,norte,power,2030,q4n,dem,6.71
mexico,norte,power,2035,q4n,dem,7.57
mexico,norte,power,2040,q4n,dem,8.54
mexico,norte,power,2045,q4n,dem,9.62
mexico,norte,power,2050,q4n,dem,10.85
mexico,norte,power,2020,q4m,dem,1.22
mexico,norte,power,2025,q4m,dem,1.37
mexico,norte,power,2030,q4m,dem,1.55
mexico,norte,power,2035,q4m,dem,1.74
mexico,norte,power,2040,q4m,dem,1.97
mexico,norte,power,2045,q4m,dem,2.22
mexico,norte,power,2050,q4m,dem,2.5
mexico,norte,power,2020,q4p,dem,3.67
mexico,norte,power,2025,q4p,dem,4.14
mexico,norte,power,2030,q4p,dem,4.67
mexico,norte,power,2035,q4p,dem,5.27
mexico,norte,power,2040,q4p,dem,5.94
mexico,norte,power,2045,q4p,dem,6.69
mexico,norte,power,2050,q4p,dem,7.55
mexico,norte,power,2020,q4a,dem,1.4
mexico,norte,power,2025,q4a,dem,1.57
mexico,norte,power,2030,q4a,dem,1.77
mexico,norte,power,2035,q4a,dem,2
mexico,norte,power,2040,q4a,dem,2.26
mexico,norte,power,2045,q4a,dem,2.54
mexico,norte,power,2050,q4a,dem,2.87
mexico,noroeste,power,2020,q1n,dem,3.05
mexico,noroeste,power,2025,q1n,dem,3.44
mexico,noroeste,power,2030,q1n,dem,3.88
mexico,noroeste,power,2035,q1n,dem,4.38
mexico,noroeste,power,2040,q1n,dem,4.93
mexico,noroeste,power,2045,q1n,dem,5.56
mexico,noroeste,power,2050,q1n,dem,6.27
mexico,noroeste,power,2020,q1m,dem,0.89
mexico,noroeste,power,2025,q1m,dem,1
mexico,noroeste,power,2030,q1m,dem,1.13
mexico,noroeste,power,2035,q1m,dem,1.27
mexico,noroeste,power,2040,q1m,dem,1.43
mexico,noroeste,power,2045,q1m,dem,1.62
mexico,noroeste,power,2050,q1m,dem,1.82
mexico,noroeste,power,2020,q1p,dem,2.72
mexico,noroeste,power,2025,q1p,dem,3.07
mexico,noroeste,power,2030,q1p,dem,3.46
mexico,noroeste,power,2035,q1p,dem,3.9
mexico,noroeste,power,2040,q1p,dem,4.4
mexico,noroeste,power,2045,q1p,dem,4.96
mexico,noroeste,power,2050,q1p,dem,5.6
mexico,noroeste,power,2020,q1a,dem,1.44
mexico,noroeste,power,2025,q1a,dem,1.62
mexico,noroeste,power,2030,q1a,dem,1.83
mexico,noroeste,power,2035,q1a,dem,2.07
mexico,noroeste,power,2040,q1a,dem,2.33
mexico,noroeste,power,2045,q1a,dem,2.63
mexico,noroeste,power,2050,q1a,dem,2.96
mexico,noroeste,power,2020,q2n,dem,4.73
mexico,noroeste,power,2025,q2n,dem,5.33
mexico,noroeste,power,2030,q2n,dem,6.01
mexico,noroeste,power,2035,q2n,dem,6.77
mexico,noroeste,power,2040,q2n,dem,7.64
mexico,noroeste,power,2045,q2n,dem,8.61
mexico,noroeste,power,2050,q2n,dem,9.71
mexico,noroeste,power,2020,q2m,dem,1.38
mexico,noroeste,power,2025,q2m,dem,1.56
mexico,noroeste,power,2030,q2m,dem,1.76
mexico,noroeste,power,2035,q2m,dem,1.98
mexico,noroeste,power,2040,q2m,dem,2.23
mexico,noroeste,power,2045,q2m,dem,2.52
mexico,noroeste,power,2050,q2m,dem,2.84
mexico,noroeste,power,2020,q2p,dem,3.32
mexico,noroeste,power,2025,q2p,dem,3.74
mexico,noroeste,power,2030,q2p,dem,4.22
mexico,noroeste,power,2035,q2p,dem,4.75
mexico,noroeste,power,2040,q2p,dem,5.36
mexico,noroeste,power,2045,q2p,dem,6.04
mexico,noroeste,power,2050,q2p,dem,6.82
mexico,noroeste,power,2020,q2a,dem,2.19
mexico,noroeste,power,2025,q2a,dem,2.47
mexico,noroeste,power,2030,q2a,dem,2.78
mexico,noroeste,power,2035,q2a,dem,3.14
mexico,noroeste,power,2040,q2a,dem,3.54
mexico,noroeste,power,2045,q2a,dem,3.99
mexico,noroeste,power,2050,q2a,dem,4.5
mexico,noroeste,power,2020,q3n,dem,5.59
mexico,noroeste,power,2025,q3n,dem,6.3
mexico,noroeste,power,2030,q3n,dem,7.1
mexico,noroeste,power,2035,q3n,dem,8.01
mexico,noroeste,power,2040,q3n,dem,9.03
mexico,noroeste,power,2045,q3n,dem,10.18
mexico,noroeste,power,2050,q3n,dem,11.48
mexico,noroeste,power,2020,q3m,dem,1.66
mexico,noroeste,power,2025,q3m,dem,1.87
mexico,noroeste,power,2030,q3m,dem,2.11
mexico,noroeste,power,2035,q3m,dem,2.38
mexico,noroeste,power,2040,q3m,dem,2.68
mexico,noroeste,power,2045,q3m,dem,3.02
mexico,noroeste,power,2050,q3m,dem,3.41
mexico,noroeste,power,2020,q3p,dem,4.3
mexico,noroeste,power,2025,q3p,dem,4.85
mexico,noroeste,power,2030,q3p,dem,5.47
mexico,noroeste,power,2035,q3p,dem,6.16
mexico,noroeste,power,2040,q3p,dem,6.95
mexico,noroeste,power,2045,q3p,dem,7.84
mexico,noroeste,power,2050,q3p,dem,8.83
mexico,noroeste,power,2020,q3a,dem,2.52
mexico,noroeste,power,2025,q3a,dem,2.85
mexico,noroeste,power,2030,q3a,dem,3.21
mexico,noroeste,power,2035,q3a,dem,3.62
mexico,noroeste,power,2040,q3a,dem,4.08
mexico,noroeste,power,2045,q3a,dem,4.6
mexico,noroeste,power,2050,q3a,dem,5.19
mexico,noroeste,power,2020,q4n,dem,5.11
mexico,noroeste,power,2025,q4n,dem,5.76
mexico,noroeste,power,2030,q4n,dem,6.5
mexico,noroeste,power,2035,q4n,dem,7.33
mexico,noroeste,power,2040,q4n,dem,8.26
mexico,noroeste,power,2045,q4n,dem,9.32
mexico,noroeste,power,2050,q4n,dem,10.5
mexico,noroeste,power,2020,q4m,dem,1.1
mexico,noroeste,power,2025,q4m,dem,1.24
mexico,noroeste,power,2030,q4m,dem,1.4
mexico,noroeste,power,2035,q4m,dem,1.57
mexico,noroeste,power,2040,q4m,dem,1.78
mexico,noroeste,power,2045,q4m,dem,2
mexico,noroeste,power,2050,q4m,dem,2.26
mexico,noroeste,power,2020,q4p,dem,3.25
mexico,noroeste,power,2025,q4p,dem,3.67
mexico,noroeste,power,2030,q4p,dem,4.13
mexico,noroeste,power,2035,q4p,dem,4.66
mexico,noroeste,power,2040,q4p,dem,5.26
mexico,noroeste,power,2045,q4p,dem,5.93
mexico,noroeste,power,2050,q4p,dem,6.68
mexico,noroeste,power,2020,q4a,dem,1.33
mexico,noroeste,power,2025,q4a,dem,1.5
mexico,noroeste,power,2030,q4a,dem,1.69
mexico,noroeste,power,2035,q4a,dem,1.91
mexico,noroeste,power,2040,q4a,dem,2.15
mexico,noroeste,power,2045,q4a,dem,2.42
mexico,noroeste,power,2050,q4a,dem,2.73
mexico,occidental,power,2020,q1n,dem,11.78
mexico,occidental,power,2025,q1n,dem,13.29
mexico,occidental,power,2030,q1n,dem,14.98
mexico,occidental,power,2035,q1n,dem,16.89
mexico,occidental,power,2040,q1n,dem,19.05
mexico,occidental,power,2045,q1n,dem,21.48
mexico,occidental,power,2050,q1n,dem,24.22
mexico,occidental,power,2020,q1m,dem,3.5
mexico,occidental,power,2025,q1m,dem,3.95
mexico,occidental,power,2030,q1m,dem,4.45
mexico,occidental,power,2035,q1m,dem,5.02
mexico,occidental,power,2040,q1m,dem,5.66
mexico,occidental,power,2045,q1m,dem,6.38
mexico,occidental,power,2050,q1m,dem,7.19
mexico,occidental,power,2020,q1p,dem,11.12
mexico,occidental,power,2025,q1p,dem,12.54
mexico,occidental,power,2030,q1p,dem,14.14
mexico,occidental,power,2035,q1p,dem,15.94
mexico,occidental,power,2040,q1p,dem,17.97
mexico,occidental,power,2045,q1p,dem,20.26
mexico,occidental,power,2050,q1p,dem,22.85
mexico,occidental,power,2020,q1a,dem,5.61
mexico,occidental,power,2025,q1a,dem,6.33
mexico,occidental,power,2030,q1a,dem,7.14
mexico,occidental,power,2035,q1a,dem,8.05
mexico,occidental,power,2040,q1a,dem,9.07
mexico,occidental,power,2045,q1a,dem,10.23
mexico,occidental,power,2050,q1a,dem,11.53
mexico,occidental,power,2020,q2n,dem,12.69
mexico,occidental,power,2025,q2n,dem,14.31
mexico,occidental,power,2030,q2n,dem,16.13
mexico,occidental,power,2035,q2n,dem,18.19
mexico,occidental,power,2040,q2n,dem,20.51
mexico,occidental,power,2045,q2n,dem,23.12
mexico,occidental,power,2050,q2n,dem,26.07
mexico,occidental,power,2020,q2m,dem,3.83
mexico,occidental,power,2025,q2m,dem,4.31
mexico,occidental,power,2030,q2m,dem,4.87
mexico,occidental,power,2035,q2m,dem,5.49
mexico,occidental,power,2040,q2m,dem,6.19
mexico,occidental,power,2045,q2m,dem,6.97
mexico,occidental,power,2050,q2m,dem,7.86
mexico,occidental,power,2020,q2p,dem,10.53
mexico,occidental,power,2025,q2p,dem,11.88
mexico,occidental,power,2030,q2p,dem,13.39
mexico,occidental,power,2035,q2p,dem,15.1
mexico,occidental,power,2040,q2p,dem,17.03
mexico,occidental,power,2045,q2p,dem,19.2
mexico,occidental,power,2050,q2p,dem,21.65
mexico,occidental,power,2020,q2a,dem,6.09
mexico,occidental,power,2025,q2a,dem,6.87
mexico,occidental,power,2030,q2a,dem,7.75
mexico,occidental,power,2035,q2a,dem,8.73
mexico,occidental,power,2040,q2a,dem,9.85
mexico,occidental,power,2045,q2a,dem,11.1
mexico,occidental,power,2050,q2a,dem,12.52
mexico,occidental,power,2020,q3n,dem,12.14
mexico,occidental,power,2025,q3n,dem,13.69
mexico,occidental,power,2030,q3n,dem,15.43
mexico,occidental,power,2035,q3n,dem,17.4
mexico,occidental,power,2040,q3n,dem,19.62
mexico,occidental,power,2045,q3n,dem,22.12
mexico,occidental,power,2050,q3n,dem,24.94
mexico,occidental,power,2020,q3m,dem,3.64
mexico,occidental,power,2025,q3m,dem,4.11
mexico,occidental,power,2030,q3m,dem,4.63
mexico,occidental,power,2035,q3m,dem,5.22
mexico,occidental,power,2040,q3m,dem,5.89
mexico,occidental,power,2045,q3m,dem,6.64
mexico,occidental,power,2050,q3m,dem,7.49
mexico,occidental,power,2020,q3p,dem,11.58
mexico,occidental,power,2025,q3p,dem,13.06
mexico,occidental,power,2030,q3p,dem,14.72
mexico,occidental,power,2035,q3p,dem,16.6
mexico,occidental,power,2040,q3p,dem,18.72
mexico,occidental,power,2045,q3p,dem,21.11
mexico,occidental,power,2050,q3p,dem,23.8
mexico,occidental,power,2020,q3a,dem,5.85
mexico,occidental,power,2025,q3a,dem,6.6
mexico,occidental,power,2030,q3a,dem,7.44
mexico,occidental,power,2035,q3a,dem,8.39
mexico,occidental,power,2040,q3a,dem,9.46
mexico,occidental,power,2045,q3a,dem,10.67
mexico,occidental,power,2050,q3a,dem,12.03
mexico,occidental,power,2020,q4n,dem,16.19
mexico,occidental,power,2025,q4n,dem,18.26
mexico,occidental,power,2030,q4n,dem,20.59
mexico,occidental,power,2035,q4n,dem,23.21
mexico,occidental,power,2040,q4n,dem,26.18
mexico,occidental,power,2045,q4n,dem,29.51
mexico,occidental,power,2050,q4n,dem,33.28
mexico,occidental,power,2020,q4m,dem,3.76
mexico,occidental,power,2025,q4m,dem,4.24
mexico,occidental,power,2030,q4m,dem,4.78
mexico,occidental,power,2035,q4m,dem,5.39
mexico,occidental,power,2040,q4m,dem,6.08
mexico,occidental,power,2045,q4m,dem,6.85
mexico,occidental,power,2050,q4m,dem,7.73
mexico,occidental,power,2020,q4p,dem,11.65
mexico,occidental,power,2025,q4p,dem,13.13
mexico,occidental,power,2030,q4p,dem,14.81
mexico,occidental,power,2035,q4p,dem,16.69
mexico,occidental,power,2040,q4p,dem,18.82
mexico,occidental,power,2045,q4p,dem,21.22
mexico,occidental,power,2050,q4p,dem,23.93
mexico,occidental,power,2020,q4a,dem,4.34
mexico,occidental,power,2025,q4a,dem,4.9
mexico,occidental,power,2030,q4a,dem,5.52
mexico,occidental,power,2035,q4a,dem,6.23
mexico,occidental,power,2040,q4a,dem,7.02
mexico,occidental,power,2045,q4a,dem,7.92
mexico,occidental,power,2050,q4a,dem,8.93
mexico,oriental,power,2020,q1n,dem,8.26
mexico,oriental,power,2025,q1n,dem,9.08
mexico,oriental,power,2030,q1n,dem,9.97
mexico,oriental,power,2035,q1n,dem,10.96
mexico,oriental,power,2040,q1n,dem,12.04
mexico,oriental,power,2045,q1n,dem,13.22
mexico,oriental,power,2050,q1n,dem,14.53
mexico,oriental,power,2020,q1m,dem,2.47
mexico,oriental,power,2025,q1m,dem,2.72
mexico,oriental,power,2030,q1m,dem,2.99
mexico,oriental,power,2035,q1m,dem,3.28
mexico,oriental,power,2040,q1m,dem,3.6
mexico,oriental,power,2045,q1m,dem,3.96
mexico,oriental,power,2050,q1m,dem,4.35
mexico,oriental,power,2020,q1p,dem,7.12
mexico,oriental,power,2025,q1p,dem,7.83
mexico,oriental,power,2030,q1p,dem,8.6
mexico,oriental,power,2035,q1p,dem,9.45
mexico,oriental,power,2040,q1p,dem,10.38
mexico,oriental,power,2045,q1p,dem,11.4
mexico,oriental,power,2050,q1p,dem,12.53
mexico,oriental,power,2020,q1a,dem,3.71
mexico,oriental,power,2025,q1a,dem,4.07
mexico,oriental,power,2030,q1a,dem,4.47
mexico,oriental,power,2035,q1a,dem,4.92
mexico,oriental,power,2040,q1a,dem,5.4
mexico,oriental,power,2045,q1a,dem,5.93
mexico,oriental,power,2050,q1a,dem,6.52
mexico,oriental,power,2020,q2n,dem,9.04
mexico,oriental,power,2025,q2n,dem,9.93
mexico,oriental,power,2030,q2n,dem,10.91
mexico,oriental,power,2035,q2n,dem,11.98
mexico,oriental,power,2040,q2n,dem,13.17
mexico,oriental,power,2045,q2n,dem,14.47
mexico,oriental,power,2050,q2n,dem,15.89
mexico,oriental,power,2020,q2m,dem,2.72
mexico,oriental,power,2025,q2m,dem,2.99
mexico,oriental,power,2030,q2m,dem,3.28
mexico,oriental,power,2035,q2m,dem,3.61
mexico,oriental,power,2040,q2m,dem,3.96
mexico,oriental,power,2045,q2m,dem,4.36
mexico,oriental,power,2050,q2m,dem,4.79
mexico,oriental,power,2020,q2p,dem,6.68
mexico,oriental,power,2025,q2p,dem,7.34
mexico,oriental,power,2030,q2p,dem,8.06
mexico,oriental,power,2035,q2p,dem,8.86
mexico,oriental,power,2040,q2p,dem,9.73
mexico,oriental,power,2045,q2p,dem,10.69
mexico,oriental,power,2050,q2p,dem,11.75
mexico,oriental,power,2020,q2a,dem,3.95
mexico,oriental,power,2025,q2a,dem,4.34
mexico,oriental,power,2030,q2a,dem,4.77
mexico,oriental,power,2035,q2a,dem,5.24
mexico,oriental,power,2040,q2a,dem,5.76
mexico,oriental,power,2045,q2a,dem,6.33
mexico,oriental,power,2050,q2a,dem,6.95
mexico,oriental,power,2020,q3n,dem,9.15
mexico,oriental,power,2025,q3n,dem,10.06
mexico,oriental,power,2030,q3n,dem,11.05
mexico,oriental,power,2035,q3n,dem,12.14
mexico,oriental,power,2040,q3n,dem,13.34
mexico,oriental,power,2045,q3n,dem,14.66
mexico,oriental,power,2050,q3n,dem,16.1
mexico,oriental,power,2020,q3m,dem,2.76
mexico,oriental,power,2025,q3m,dem,3.03
mexico,oriental,power,2030,q3m,dem,3.33
mexico,oriental,power,2035,q3m,dem,3.66
mexico,oriental,power,2040,q3m,dem,4.02
mexico,oriental,power,2045,q3m,dem,4.41
mexico,oriental,power,2050,q3m,dem,4.85
mexico,oriental,power,2020,q3p,dem,7.73
mexico,oriental,power,2025,q3p,dem,8.49
mexico,oriental,power,2030,q3p,dem,9.33
mexico,oriental,power,2035,q3p,dem,10.25
mexico,oriental,power,2040,q3p,dem,11.26
mexico,oriental,power,2045,q3p,dem,12.37
mexico,oriental,power,2050,q3p,dem,13.59
mexico,oriental,power,2020,q3a,dem,3.99
mexico,oriental,power,2025,q3a,dem,4.39
mexico,oriental,power,2030,q3a,dem,4.82
mexico,oriental,power,2035,q3a,dem,5.29
mexico,oriental,power,2040,q3a,dem,5.82
mexico,oriental,power,2045,q3a,dem,6.39
mexico,oriental,power,2050,q3a,dem,7.02
mexico,oriental,power,2020,q4n,dem,11.32
mexico,oriental,power,2025,q4n,dem,12.43
mexico,oriental,power,2030,q4n,dem,13.66
mexico,oriental,power,2035,q4n,dem,15.01
mexico,oriental,power,2040,q4n,dem,16.49
mexico,oriental,power,2045,q4n,dem,18.12
mexico,oriental,power,2050,q4n,dem,19.9
mexico,oriental,power,2020,q4m,dem,2.61
mexico,oriental,power,2025,q4m,dem,2.87
mexico,oriental,power,2030,q4m,dem,3.15
mexico,oriental,power,2035,q4m,dem,3.46
mexico,oriental,power,2040,q4m,dem,3.8
mexico,oriental,power,2045,q4m,dem,4.18
mexico,oriental,power,2050,q4m,dem,4.59
mexico,oriental,power,2020,q4p,dem,7.4
mexico,oriental,power,2025,q4p,dem,8.13
mexico,oriental,power,2030,q4p,dem,8.94
mexico,oriental,power,2035,q4p,dem,9.82
mexico,oriental,power,2040,q4p,dem,10.79
mexico,oriental,power,2045,q4p,dem,11.85
mexico,oriental,power,2050,q4p,dem,13.02
mexico,oriental,power,2020,q4a,dem,2.92
mexico,oriental,power,2025,q4a,dem,3.21
mexico,oriental,power,2030,q4a,dem,3.52
mexico,oriental,power,2035,q4a,dem,3.87
mexico,oriental,power,2040,q4a,dem,4.25
mexico,oriental,power,2045,q4a,dem,4.67
mexico,oriental,power,2050,q4a,dem,5.13
mexico,central,power,2020,q1n,dem,9.99
mexico,central,power,2025,q1n,dem,11.26
mexico,central,power,2030,q1n,dem,12.7
mexico,central,power,2035,q1n,dem,14.32
mexico,central,power,2040,q1n,dem,16.15
mexico,central,power,2045,q1n,dem,18.21
mexico,central,power,2050,q1n,dem,20.53
mexico,central,power,2020,q1m,dem,2.91
mexico,central,power,2025,q1m,dem,3.28
mexico,central,power,2030,q1m,dem,3.7
mexico,central,power,2035,q1m,dem,4.17
mexico,central,power,2040,q1m,dem,4.7
mexico,central,power,2045,q1m,dem,5.3
mexico,central,power,2050,q1m,dem,5.98
mexico,central,power,2020,q1p,dem,9.3
mexico,central,power,2025,q1p,dem,10.49
mexico,central,power,2030,q1p,dem,11.83
mexico,central,power,2035,q1p,dem,13.33
mexico,central,power,2040,q1p,dem,15.04
mexico,central,power,2045,q1p,dem,16.95
mexico,central,power,2050,q1p,dem,19.12
mexico,central,power,2020,q1a,dem,4.83
mexico,central,power,2025,q1a,dem,5.44
mexico,central,power,2030,q1a,dem,6.14
mexico,central,power,2035,q1a,dem,6.92
mexico,central,power,2040,q1a,dem,7.8
mexico,central,power,2045,q1a,dem,8.8
mexico,central,power,2050,q1a,dem,9.92
mexico,central,power,2020,q2n,dem,10.04
mexico,central,power,2025,q2n,dem,11.32
mexico,central,power,2030,q2n,dem,12.76
mexico,central,power,2035,q2n,dem,14.39
mexico,central,power,2040,q2n,dem,16.23
mexico,central,power,2045,q2n,dem,18.29
mexico,central,power,2050,q2n,dem,20.63
mexico,central,power,2020,q2m,dem,2.96
mexico,central,power,2025,q2m,dem,3.34
mexico,central,power,2030,q2m,dem,3.76
mexico,central,power,2035,q2m,dem,4.24
mexico,central,power,2040,q2m,dem,4.79
mexico,central,power,2045,q2m,dem,5.4
mexico,central,power,2050,q2m,dem,6.08
mexico,central,power,2020,q2p,dem,8.16
mexico,central,power,2025,q2p,dem,9.2
mexico,central,power,2030,q2p,dem,10.38
mexico,central,power,2035,q2p,dem,11.7
mexico,central,power,2040,q2p,dem,13.19
mexico,central,power,2045,q2p,dem,14.88
mexico,central,power,2050,q2p,dem,16.77
mexico,central,power,2020,q2a,dem,4.87
mexico,central,power,2025,q2a,dem,5.49
mexico,central,power,2030,q2a,dem,6.19
mexico,central,power,2035,q2a,dem,6.98
mexico,central,power,2040,q2a,dem,7.87
mexico,central,power,2045,q2a,dem,8.88
mexico,central,power,2050,q2a,dem,10.01
mexico,central,power,2020,q3n,dem,10.09
mexico,central,power,2025,q3n,dem,11.37
mexico,central,power,2030,q3n,dem,12.82
mexico,central,power,2035,q3n,dem,14.46
mexico,central,power,2040,q3n,dem,16.3
mexico,central,power,2045,q3n,dem,18.38
mexico,central,power,2050,q3n,dem,20.73
mexico,central,power,2020,q3m,dem,3
mexico,central,power,2025,q3m,dem,3.38
mexico,central,power,2030,q3m,dem,3.81
mexico,central,power,2035,q3m,dem,4.3
mexico,central,power,2040,q3m,dem,4.85
mexico,central,power,2045,q3m,dem,5.47
mexico,central,power,2050,q3m,dem,6.16
mexico,central,power,2020,q3p,dem,9.61
mexico,central,power,2025,q3p,dem,10.84
mexico,central,power,2030,q3p,dem,12.22
mexico,central,power,2035,q3p,dem,13.78
mexico,central,power,2040,q3p,dem,15.54
mexico,central,power,2045,q3p,dem,17.52
mexico,central,power,2050,q3p,dem,19.75
mexico,central,power,2020,q3a,dem,4.93
mexico,central,power,2025,q3a,dem,5.56
mexico,central,power,2030,q3a,dem,6.27
mexico,central,power,2035,q3a,dem,7.07
mexico,central,power,2040,q3a,dem,7.97
mexico,central,power,2045,q3a,dem,8.99
mexico,central,power,2050,q3a,dem,10.13
mexico,central,power,2020,q4n,dem,13.48
mexico,central,power,2025,q4n,dem,15.2
mexico,central,power,2030,q4n,dem,17.14
mexico,central,power,2035,q4n,dem,19.32
mexico,central,power,2040,q4n,dem,21.79
mexico,central,power,2045,q4n,dem,24.57
mexico,central,power,2050,q4n,dem,27.7
mexico,central,power,2020,q4m,dem,3.11
mexico,central,power,2025,q4m,dem,3.51
mexico,central,power,2030,q4m,dem,3.96
mexico,central,power,2035,q4m,dem,4.46
mexico,central,power,2040,q4m,dem,5.03
mexico,central,power,2045,q4m,dem,5.67
mexico,central,power,2050,q4m,dem,6.39
mexico,central,power,2020,q4p,dem,9.48
mexico,central,power,2025,q4p,dem,10.69
mexico,central,power,2030,q4p,dem,12.06
mexico,central,power,2035,q4p,dem,13.59
mexico,central,power,2040,q4p,dem,15.33
mexico,central,power,2045,q4p,dem,17.28
mexico,central,power,2050,q4p,dem,19.49
mexico,central,power,2020,q4a,dem,3.72
mexico,central,power,2025,q4a,dem,4.2
mexico,central,power,2030,q4a,dem,4.74
mexico,central,power,2035,q4a,dem,5.34
mexico,central,power,2040,q4a,dem,6.02
mexico,central,power,2045,q4a,dem,6.79
mexico,central,power,2050,q4a,dem,7.65
usa,california,power,all,q1n,dem,40.755
usa,california,power,all,q1m,dem,10.34
usa,california,power,all,q1p,dem,30.756
usa,california,power,all,q1a,dem,18.15
usa,california,power,all,q2n,dem,53.042
usa,california,power,all,q2m,dem,14.344
usa,california,power,all,q2p,dem,33.55
usa,california,power,all,q2a,dem,23.727
usa,california,power,all,q3n,dem,70.697
usa,california,power,all,q3m,dem,20.02
usa,california,power,all,q3p,dem,51.997
usa,california,power,all,q3a,dem,31.955
usa,california,power,all,q4n,dem,61.633
usa,california,power,all,q4m,dem,11.902
usa,california,power,all,q4p,dem,36.333
usa,california,power,all,q4a,dem,15.532
usa,alabama,power,all,q1n,dem,14.212
usa,alabama,power,all,q1m,dem,7.447
usa,alabama,power,all,q1p,dem,17.204
usa,alabama,power,all,q1a,dem,11.143
usa,alabama,power,all,q2n,dem,8.646
usa,alabama,power,all,q2m,dem,4.73
usa,alabama,power,all,q2p,dem,15.785
usa,alabama,power,all,q2a,dem,10.043
usa,alabama,power,all,q3n,dem,10.263
usa,alabama,power,all,q3m,dem,4.95
usa,alabama,power,all,q3p,dem,20.515
usa,alabama,power,all,q3a,dem,12.045
usa,alabama,power,all,q4n,dem,10.538
usa,alabama,power,all,q4m,dem,5.665
usa,alabama,power,all,q4p,dem,14.729
usa,alabama,power,all,q4a,dem,10.582
usa,arkansas,power,all,q1n,dem,5.863
usa,arkansas,power,all,q1m,dem,2.882
usa,arkansas,power,all,q1p,dem,8.283
usa,arkansas,power,all,q1a,dem,5.973
usa,arkansas,power,all,q2n,dem,4.598
usa,arkansas,power,all,q2m,dem,2.618
usa,arkansas,power,all,q2p,dem,8.129
usa,arkansas,power,all,q2a,dem,5.511
usa,arkansas,power,all,q3n,dem,5.687
usa,arkansas,power,all,q3m,dem,2.651
usa,arkansas,power,all,q3p,dem,12.188
usa,arkansas,power,all,q3a,dem,7.414
usa,arkansas,power,all,q4n,dem,5.137
usa,arkansas,power,all,q4m,dem,2.706
usa,arkansas,power,all,q4p,dem,7.821
usa,arkansas,power,all,q4a,dem,5.874
usa,arizona,power,all,q1n,dem,9.889
usa,arizona,power,all,q1m,dem,3.663
usa,arizona,power,all,q1p,dem,11.374
usa,arizona,power,all,q1a,dem,9.306
usa,arizona,power,all,q2n,dem,8.921
usa,arizona,power,all,q2m,dem,3.52
usa,arizona,power,all,q2p,dem,14.63
usa,arizona,power,all,q2a,dem,10.318
usa,arizona,power,all,q3n,dem,11.077
usa,arizona,power,all,q3m,dem,4.081
usa,arizona,power,all,q3p,dem,20.218
usa,arizona,power,all,q3a,dem,13.068
usa,arizona,power,all,q4n,dem,9.141
usa,arizona,power,all,q4m,dem,3.641
usa,arizona,power,all,q4p,dem,12.485
usa,arizona,power,all,q4a,dem,10.065
usa,colorado,power,all,q1n,dem,9.493
usa,colorado,power,all,q1m,dem,3.465
usa,colorado,power,all,q1p,dem,10.197
usa,colorado,power,all,q1a,dem,8.25
usa,colorado,power,all,q2n,dem,6.776
usa,colorado,power,all,q2m,dem,2.959
usa,colorado,power,all,q2p,dem,8.25
usa,colorado,power,all,q2a,dem,6.028
usa,colorado,power,all,q3n,dem,5.885
usa,colorado,power,all,q3m,dem,2.596
usa,colorado,power,all,q3p,dem,8.36
usa,colorado,power,all,q3a,dem,6.501
usa,colorado,power,all,q4n,dem,8.448
usa,colorado,power,all,q4m,dem,3.388
usa,colorado,power,all,q4p,dem,9.878
usa,colorado,power,all,q4a,dem,8.25
